State,County,max_aqi,p90_aqi,median_aqi,mean_days_unhealthy,mean_days_sensitive,risk_label
Texas,Hood,154,74,37.0,0.16666666666666666,4.833333333333333,Lower Risk
Texas,Johnson,156,74,37.166666666666664,0.16666666666666666,6.666666666666667,Lower Risk
Texas,Kleberg,174,74,46.166666666666664,0.3333333333333333,2.3333333333333335,Lower Risk
Utah,Carbon,155,74,43.833333333333336,0.3333333333333333,2.1666666666666665,Lower Risk
Utah,Wasatch,108,74,42.5,0.0,1.0,Lower Risk
West Virginia,Marshall,213,74,46.333333333333336,0.16666666666666666,0.3333333333333333,Lower Risk
Wisconsin,Brown,179,74,40.0,1.0,2.5,Lower Risk
Delaware,New Castle,282,73,47.0,0.3333333333333333,3.0,Lower Risk
Iowa,Polk,199,73,45.166666666666664,0.8333333333333334,2.5,Lower Risk
Michigan,Ingham,194,73,40.833333333333336,0.8333333333333334,1.6666666666666667,Lower Risk
Minnesota,Becker,208,73,40.0,1.1666666666666667,2.6666666666666665,Lower Risk
Minnesota,Beltrami,283,73,30.333333333333332,0.6666666666666666,2.8333333333333335,Lower Risk
Minnesota,Dakota,185,73,34.833333333333336,1.0,1.5,Lower Risk
Ohio,Mahoning,226,73,45.5,0.3333333333333333,1.6666666666666667,Lower Risk
South Dakota,Brookings,236,73,40.0,0.6666666666666666,2.5,Lower Risk
South Dakota,Pennington,202,73,37.666666666666664,0.8333333333333334,2.8333333333333335,Lower Risk
District Of Columbia,District of Columbia,196,72,47.333333333333336,0.8333333333333334,4.166666666666667,Lower Risk
Idaho,Valley,211,72,37.166666666666664,1.0,4.333333333333333,Lower Risk
Indiana,Clark,182,72,49.666666666666664,0.16666666666666666,3.0,Lower Risk
Michigan,Missaukee,201,72,41.833333333333336,0.16666666666666666,1.0,Lower Risk
Missouri,Jefferson,185,72,42.5,0.5,4.0,Lower Risk
New York,Queens,278,72,46.0,1.0,4.666666666666667,Lower Risk
North Dakota,McKenzie,298,72,37.333333333333336,1.6666666666666667,4.333333333333333,Lower Risk
Ohio,Medina,285,72,42.0,0.3333333333333333,1.8333333333333333,Lower Risk
Ohio,Warren,183,72,43.833333333333336,0.3333333333333333,4.5,Lower Risk
Oklahoma,Kay,193,72,45.833333333333336,0.3333333333333333,2.8333333333333335,Lower Risk
Pennsylvania,Berks,287,72,45.166666666666664,0.5,3.1666666666666665,Lower Risk
Pennsylvania,Washington,212,72,47.333333333333336,0.16666666666666666,1.5,Lower Risk
Pennsylvania,York,256,72,46.833333333333336,0.5,1.5,Lower Risk
Texas,Atascosa,158,72,42.666666666666664,0.16666666666666666,1.6666666666666667,Lower Risk
Texas,Maverick,164,72,36.833333333333336,0.16666666666666666,0.3333333333333333,Lower Risk
Wyoming,Teton,165,72,43.666666666666664,0.8333333333333334,3.1666666666666665,Lower Risk
Colorado,Grand,119,71,45.6,0.0,0.6,Lower Risk
Colorado,Gunnison,115,71,46.333333333333336,0.0,1.1666666666666667,Lower Risk
Georgia,Bibb,157,71,48.5,0.16666666666666666,1.3333333333333333,Lower Risk
Georgia,Clarke,147,71,47.0,0.0,1.0,Lower Risk
Georgia,Dougherty,151,71,48.666666666666664,0.16666666666666666,3.3333333333333335,Lower Risk
Georgia,Fulton,172,71,51.5,0.5,4.333333333333333,Lower Risk
Georgia,Muscogee,166,71,46.166666666666664,0.6666666666666666,2.6666666666666665,Lower Risk
Georgia,Washington,161,71,48.166666666666664,0.16666666666666666,1.8333333333333333,Lower Risk
Indiana,Madison,229,71,44.833333333333336,0.16666666666666666,2.6666666666666665,Lower Risk
Kansas,Sedgwick,192,71,45.833333333333336,0.5,3.0,Lower Risk
Kansas,Shawnee,238,71,45.666666666666664,0.8333333333333334,2.1666666666666665,Lower Risk
Kentucky,Bullitt,143,71,40.0,0.0,1.6666666666666667,Lower Risk
Maryland,Baltimore,205,71,44.833333333333336,0.5,5.0,Lower Risk
Maryland,Baltimore (City),192,71,42.5,0.5,2.3333333333333335,Lower Risk
Michigan,Benzie,164,71,36.5,0.5,1.1666666666666667,Lower Risk
Michigan,Cass,126,71,40.166666666666664,0.0,3.3333333333333335,Lower Risk
Michigan,St. Clair,197,71,43.166666666666664,0.6666666666666666,4.666666666666667,Lower Risk
Minnesota,Goodhue,133,71,39.0,0.0,0.8333333333333334,Lower Risk
Minnesota,Ramsey,190,71,38.5,0.8333333333333334,1.8333333333333333,Lower Risk
Mississippi,Bolivar,126,71,45.666666666666664,0.0,0.6666666666666666,Lower Risk
Montana,Richland,219,71,38.0,0.8333333333333334,2.6666666666666665,Lower Risk
Nevada,Elko,169,71,30.5,0.8333333333333334,2.3333333333333335,Lower Risk
Nevada,White Pine,136,71,44.5,0.0,1.3333333333333333,Lower Risk
New Jersey,Mercer,244,71,45.166666666666664,0.6666666666666666,4.833333333333333,Lower Risk
New Mexico,Santa Fe,113,71,44.5,0.0,1.0,Lower Risk
North Carolina,Forsyth,154,71,47.666666666666664,0.16666666666666666,2.3333333333333335,Lower Risk
North Carolina,Haywood,112,71,43.333333333333336,0.0,1.1666666666666667,Lower Risk
North Carolina,Mecklenburg,156,71,49.666666666666664,0.16666666666666666,2.5,Lower Risk
Ohio,Clark,196,71,47.166666666666664,0.5,2.0,Lower Risk
Ohio,Geauga,129,71,41.0,0.0,0.8333333333333334,Lower Risk
Ohio,Madison,112,71,41.333333333333336,0.0,1.1666666666666667,Lower Risk
Ohio,Montgomery,196,71,49.5,0.5,3.8333333333333335,Lower Risk
Ohio,Portage,159,71,41.666666666666664,0.3333333333333333,1.8333333333333333,Lower Risk
Oklahoma,Creek,179,71,41.0,0.16666666666666666,1.5,Lower Risk
Pennsylvania,Armstrong,210,71,44.333333333333336,0.16666666666666666,1.8333333333333333,Lower Risk
Pennsylvania,Bucks,200,71,36.833333333333336,0.16666666666666666,5.333333333333333,Lower Risk
South Carolina,Spartanburg,136,71,47.833333333333336,0.0,2.0,Lower Risk
South Dakota,Meade,154,71,40.833333333333336,0.16666666666666666,2.3333333333333335,Lower Risk
Tennessee,Hamilton,151,71,48.166666666666664,0.16666666666666666,1.6666666666666667,Lower Risk
Texas,Kaufman,159,71,43.833333333333336,0.16666666666666666,3.6666666666666665,Lower Risk
Wisconsin,Manitowoc,182,71,38.166666666666664,0.5,3.1666666666666665,Lower Risk
Wyoming,Natrona,136,71,42.5,0.0,2.8333333333333335,Lower Risk
Alabama,Montgomery,116,70,46.833333333333336,0.0,0.5,Lower Risk
Georgia,DeKalb,147,70,49.333333333333336,0.0,3.0,Lower Risk
Georgia,Richmond,145,70,50.333333333333336,0.0,1.6666666666666667,Lower Risk
Georgia,Walker,181,70,49.666666666666664,0.3333333333333333,1.0,Lower Risk
Illinois,Champaign,277,70,44.666666666666664,0.16666666666666666,2.8333333333333335,Lower Risk
Indiana,Vanderburgh,179,70,47.833333333333336,0.16666666666666666,2.0,Lower Risk
Iowa,Montgomery,147,70,41.833333333333336,0.0,1.5,Lower Risk
Kansas,Johnson,188,70,44.5,0.6666666666666666,2.1666666666666665,Lower Risk
Louisiana,Livingston,133,70,48.166666666666664,0.0,1.6666666666666667,Lower Risk
Michigan,Lenawee,165,70,44.166666666666664,0.3333333333333333,2.3333333333333335,Lower Risk
Montana,Yellowstone,191,70,35.0,0.6666666666666666,2.6666666666666665,Lower Risk
New York,Erie,176,70,44.333333333333336,0.8333333333333334,3.0,Lower Risk
South Carolina,Greenville,126,70,49.0,0.0,0.6666666666666666,Lower Risk
Tennessee,Davidson,143,70,51.0,0.0,3.1666666666666665,Lower Risk
Washington,Pierce,256,70,43.0,1.5,2.1666666666666665,Lower Risk
Wisconsin,Taylor,169,70,38.0,1.1666666666666667,1.5,Lower Risk
Wyoming,Converse,185,70,41.333333333333336,0.3333333333333333,3.1666666666666665,Lower Risk
Florida,Hillsborough,143,69,51.0,0.0,2.3333333333333335,Lower Risk
Indiana,Allen,129,69,42.0,0.0,2.0,Lower Risk
Indiana,Elkhart,193,69,43.833333333333336,0.6666666666666666,2.1666666666666665,Lower Risk
Indiana,Hamilton,190,69,44.666666666666664,0.3333333333333333,2.3333333333333335,Lower Risk
Indiana,Vigo,232,69,47.833333333333336,0.16666666666666666,1.8333333333333333,Lower Risk
Louisiana,East Baton Rouge,159,69,49.0,0.3333333333333333,3.8333333333333335,Lower Risk
Louisiana,Jefferson,188,69,45.166666666666664,0.16666666666666666,1.1666666666666667,Lower Risk
Louisiana,Lafourche,115,69,47.166666666666664,0.0,0.6666666666666666,Lower Risk
Michigan,Manistee,161,69,34.833333333333336,0.5,2.1666666666666665,Lower Risk
Minnesota,Cass,275,69,31.5,0.8333333333333334,2.0,Lower Risk
New Jersey,Bergen,197,69,42.666666666666664,0.8333333333333334,4.5,Lower Risk
New Jersey,Camden,211,69,46.833333333333336,0.5,2.3333333333333335,Lower Risk
New Jersey,Gloucester,185,69,41.166666666666664,0.5,3.5,Lower Risk
New Jersey,Union,227,69,48.166666666666664,0.5,0.5,Lower Risk
New York,Bronx,253,69,45.333333333333336,0.6666666666666666,4.0,Lower Risk
North Carolina,Durham,181,69,48.833333333333336,0.5,0.6666666666666666,Lower Risk
Ohio,Preble,204,69,44.666666666666664,0.3333333333333333,1.8333333333333333,Lower Risk
Oklahoma,Pittsburg,141,69,47.833333333333336,0.0,3.5,Lower Risk
Tennessee,Knox,156,69,48.5,0.16666666666666666,1.6666666666666667,Lower Risk
Texas,Brewster,164,69,42.5,0.16666666666666666,0.6666666666666666,Lower Risk
Virginia,Fairfax,222,69,45.0,0.3333333333333333,2.5,Lower Risk
Wisconsin,Forest,178,69,38.5,1.0,2.3333333333333335,Lower Risk
California,San Benito,174,68,41.333333333333336,1.5,1.6666666666666667,Lower Risk
California,Santa Barbara,186,68,48.0,0.8333333333333334,2.0,Lower Risk
Connecticut,Hartford,185,68,42.0,0.8333333333333334,3.3333333333333335,Lower Risk
Delaware,Sussex,203,68,42.5,0.3333333333333333,0.6666666666666666,Lower Risk
Georgia,Hall,137,68,47.666666666666664,0.0,0.5,Lower Risk
Illinois,Randolph,161,68,44.0,0.5,2.6666666666666665,Lower Risk
Iowa,Black Hawk,187,68,46.833333333333336,0.6666666666666666,0.8333333333333334,Lower Risk
Iowa,Johnson,210,68,45.166666666666664,0.6666666666666666,1.5,Lower Risk
Iowa,Webster,165,68,48.0,2.0,2.0,Lower Risk
Kentucky,Bell,131,68,45.0,0.0,1.0,Lower Risk
Mississippi,Forrest,105,68,49.333333333333336,0.0,0.3333333333333333,Lower Risk
Mississippi,Harrison,157,68,46.666666666666664,0.16666666666666666,1.1666666666666667,Lower Risk
Missouri,Greene,160,68,44.166666666666664,0.16666666666666666,1.3333333333333333,Lower Risk
Missouri,Jackson,293,68,49.5,0.3333333333333333,1.5,Lower Risk
Missouri,Jasper,162,68,39.833333333333336,0.16666666666666666,1.0,Lower Risk
Montana,Flathead,206,68,40.333333333333336,1.3333333333333333,3.1666666666666665,Lower Risk
Montana,Phillips,199,68,30.833333333333332,1.3333333333333333,2.3333333333333335,Lower Risk
Pennsylvania,Centre,199,68,42.666666666666664,0.8333333333333334,0.8333333333333334,Lower Risk
Pennsylvania,Cumberland,224,68,42.0,0.3333333333333333,1.1666666666666667,Lower Risk
Wisconsin,Grant,221,68,41.0,0.3333333333333333,0.8333333333333334,Lower Risk
California,San Francisco,223,67,36.4,0.8,0.8,Lower Risk
California,Tuolumne,143,67,40.666666666666664,0.0,2.3333333333333335,Lower Risk
Colorado,Montezuma,126,67,44.5,0.0,1.0,Lower Risk
Colorado,San Miguel,136,67,38.0,0.0,0.5,Lower Risk
Florida,Duval,136,67,51.833333333333336,0.0,1.5,Lower Risk
Florida,Escambia,133,67,47.833333333333336,0.0,0.5,Lower Risk
Idaho,Bonneville,155,67,25.333333333333332,0.6666666666666666,1.8333333333333333,Lower Risk
Idaho,Butte,152,67,42.333333333333336,0.16666666666666666,0.6666666666666666,Lower Risk
Illinois,Hamilton,157,67,45.333333333333336,0.16666666666666666,2.3333333333333335,Lower Risk
Indiana,Floyd,177,67,39.0,0.3333333333333333,2.0,Lower Risk
Indiana,Howard,199,67,44.166666666666664,0.3333333333333333,3.3333333333333335,Lower Risk
Kentucky,Boone,156,67,40.166666666666664,0.16666666666666666,1.1666666666666667,Lower Risk
Kentucky,Christian,117,67,44.666666666666664,0.0,0.8333333333333334,Lower Risk
Kentucky,Livingston,126,67,40.166666666666664,0.0,1.3333333333333333,Lower Risk
Louisiana,Bossier,114,67,47.166666666666664,0.0,1.0,Lower Risk
Louisiana,St. Bernard,138,67,46.666666666666664,0.0,0.8333333333333334,Lower Risk
Louisiana,West Baton Rouge,150,67,47.833333333333336,0.0,3.6666666666666665,Lower Risk
Maryland,Anne Arundel,150,67,39.166666666666664,0.0,1.3333333333333333,Lower Risk
Maryland,Prince George's,192,67,40.5,0.5,3.5,Lower Risk
Michigan,Mason,161,67,37.333333333333336,0.3333333333333333,1.1666666666666667,Lower Risk
Mississippi,Hancock,112,67,45.166666666666664,0.0,0.16666666666666666,Lower Risk
Mississippi,Jackson,108,67,46.0,0.0,0.5,Lower Risk
Missouri,Boone,143,67,38.333333333333336,0.0,0.8333333333333334,Lower Risk
Missouri,Cedar,122,67,41.0,0.0,0.6666666666666666,Lower Risk
Nebraska,Sioux,143,67,44.0,0.0,8.0,Lower Risk
New Jersey,Middlesex,247,67,40.5,0.6666666666666666,3.1666666666666665,Lower Risk
New Mexico,Valencia,136,67,43.5,0.0,1.0,Lower Risk
New York,New York,208,67,43.333333333333336,0.6666666666666666,3.6666666666666665,Lower Risk
North Carolina,Cumberland,129,67,44.333333333333336,0.0,0.6666666666666666,Lower Risk
North Carolina,Graham,115,67,43.0,0.0,1.3333333333333333,Lower Risk
North Carolina,Guilford,131,67,44.5,0.0,0.8333333333333334,Lower Risk
North Carolina,Union,101,67,39.833333333333336,0.0,0.3333333333333333,Lower Risk
North Carolina,Yancey,105,67,44.2,0.0,0.4,Lower Risk
North Dakota,Billings,226,67,38.0,1.5,3.6666666666666665,Lower Risk
Ohio,Allen,194,67,42.0,0.5,1.1666666666666667,Lower Risk
Ohio,Clinton,140,67,41.333333333333336,0.0,2.0,Lower Risk
Ohio,Greene,126,67,41.0,0.0,1.3333333333333333,Lower Risk
Ohio,Miami,122,67,40.833333333333336,0.0,1.1666666666666667,Lower Risk
Pennsylvania,Blair,213,67,42.166666666666664,0.6666666666666666,0.6666666666666666,Lower Risk
Pennsylvania,Cambria,201,67,45.333333333333336,0.3333333333333333,0.5,Lower Risk
Pennsylvania,Mercer,196,67,41.0,0.3333333333333333,1.8333333333333333,Lower Risk
Pennsylvania,Montgomery,284,67,43.166666666666664,0.5,1.6666666666666667,Lower Risk
South Carolina,York,126,67,44.0,0.0,0.8333333333333334,Lower Risk
South Dakota,Jackson,233,67,40.833333333333336,0.8333333333333334,1.6666666666666667,Lower Risk
Tennessee,Blount,137,67,45.0,0.0,2.0,Lower Risk
Texas,Brazoria,182,67,34.666666666666664,0.6666666666666666,7.333333333333333,Lower Risk
Texas,Gregg,151,67,34.5,0.16666666666666666,0.8333333333333334,Lower Risk
Texas,Parker,156,67,37.0,0.16666666666666666,4.666666666666667,Lower Risk
Texas,Smith,122,67,36.666666666666664,0.0,1.8333333333333333,Lower Risk
Utah,San Juan,126,67,44.333333333333336,0.0,1.3333333333333333,Lower Risk
Utah,Washington,163,67,44.166666666666664,0.16666666666666666,1.1666666666666667,Lower Risk
Wisconsin,Fond du Lac,122,67,38.166666666666664,0.0,1.1666666666666667,Lower Risk
Wyoming,Lincoln,126,67,28.833333333333332,0.0,1.1666666666666667,Lower Risk
Wyoming,Sheridan,205,67,40.666666666666664,1.1666666666666667,3.0,Lower Risk
Alabama,DeKalb,133,66,40.833333333333336,0.0,0.3333333333333333,Lower Risk
Alabama,Madison,135,66,46.5,0.0,0.8333333333333334,Lower Risk
Arkansas,Jackson,95,66,40.166666666666664,0.0,0.0,Lower Risk
Arkansas,Washington,150,66,44.166666666666664,0.0,1.8333333333333333,Lower Risk
California,Napa,224,66,40.0,3.5,3.5,Lower Risk
Florida,Broward,154,66,48.166666666666664,0.16666666666666666,1.0,Lower Risk
Georgia,Houston,152,66,46.166666666666664,0.16666666666666666,1.1666666666666667,Lower Risk
Georgia,Lowndes,154,66,45.833333333333336,0.16666666666666666,1.0,Lower Risk
Idaho,Blaine,220,66,20.833333333333332,1.0,3.6666666666666665,Lower Risk
Idaho,Bonner,261,66,35.166666666666664,2.0,3.3333333333333335,Lower Risk
Idaho,Franklin,162,66,24.166666666666668,0.3333333333333333,2.0,Lower Risk
Indiana,Whitley,223,66,43.833333333333336,0.3333333333333333,1.1666666666666667,Lower Risk
Iowa,Muscatine,207,66,42.5,0.3333333333333333,0.6666666666666666,Lower Risk
Kentucky,Campbell,187,66,42.166666666666664,0.3333333333333333,1.5,Lower Risk
Kentucky,Fayette,167,66,43.166666666666664,0.16666666666666666,0.5,Lower Risk
Kentucky,Hardin,151,66,43.333333333333336,0.16666666666666666,0.6666666666666666,Lower Risk
Kentucky,McCracken,143,66,43.5,0.0,2.3333333333333335,Lower Risk
Nebraska,Gage,163,66,36.6,0.2,0.8,Lower Risk
North Carolina,Rowan,122,66,44.666666666666664,0.0,0.5,Lower Risk
North Carolina,Wake,130,66,46.5,0.0,1.3333333333333333,Lower Risk
Pennsylvania,Chester,248,66,44.0,0.5,1.6666666666666667,Lower Risk
Rhode Island,Washington,164,66,37.333333333333336,0.3333333333333333,3.8333333333333335,Lower Risk
Virginia,Frederick,185,66,42.166666666666664,0.6666666666666666,1.0,Lower Risk
Washington,Lewis,258,66,23.166666666666668,0.6666666666666666,1.5,Lower Risk
Alabama,Etowah,100,65,43.833333333333336,0.0,0.0,Lower Risk
Alabama,Russell,142,65,43.333333333333336,0.0,0.5,Lower Risk
Georgia,Cobb,125,65,40.666666666666664,0.0,0.6666666666666666,Lower Risk
Indiana,Delaware,121,65,39.666666666666664,0.0,1.3333333333333333,Lower Risk
Indiana,Greene,217,65,39.833333333333336,0.16666666666666666,1.8333333333333333,Lower Risk
Iowa,Pottawattamie,151,65,42.333333333333336,0.16666666666666666,0.16666666666666666,Lower Risk
Iowa,Van Buren,176,65,44.0,0.3333333333333333,1.5,Lower Risk
Kentucky,Perry,172,65,42.0,0.5,1.0,Lower Risk
Kentucky,Warren,155,65,42.0,0.16666666666666666,0.6666666666666666,Lower Risk
Maryland,Cecil,190,65,42.0,0.6666666666666666,2.0,Lower Risk
Maryland,Washington,172,65,41.333333333333336,0.3333333333333333,0.8333333333333334,Lower Risk
Montana,Cascade,170,65,34.0,0.6,3.8,Lower Risk
Montana,Hill,215,65,17.0,1.3333333333333333,1.3333333333333333,Lower Risk
New York,Kings,249,65,40.666666666666664,0.6666666666666666,0.16666666666666666,Lower Risk
Ohio,Belmont,181,65,24.5,0.16666666666666666,0.16666666666666666,Lower Risk
Oklahoma,Adair,184,65,43.666666666666664,0.5,1.5,Lower Risk
Puerto Rico,Guayama,82,65,20.5,0.0,0.0,Lower Risk
Texas,Bowie,127,65,50.166666666666664,0.0,0.6666666666666666,Lower Risk
Texas,Harrison,263,65,45.666666666666664,0.5,1.3333333333333333,Lower Risk
Arizona,Navajo,136,64,33.166666666666664,0.0,0.5,Lower Risk
Arkansas,Crittenden,156,64,43.166666666666664,0.16666666666666666,3.5,Lower Risk
California,Monterey,275,64,40.0,1.3333333333333333,0.8333333333333334,Lower Risk
California,San Mateo,199,64,33.4,1.0,1.0,Lower Risk
Colorado,Archuleta,227,64,38.166666666666664,0.0,1.0,Lower Risk
Connecticut,Litchfield,183,64,39.0,0.8333333333333334,3.3333333333333335,Lower Risk
Connecticut,Tolland,156,64,39.5,0.3333333333333333,2.0,Lower Risk
Delaware,Kent,207,64,42.333333333333336,0.3333333333333333,1.6666666666666667,Lower Risk
Florida,Santa Rosa,109,64,45.5,0.0,0.3333333333333333,Lower Risk
Georgia,Douglas,136,64,38.333333333333336,0.0,1.8333333333333333,Lower Risk
Idaho,Twin Falls,163,64,25.833333333333332,1.3333333333333333,2.6666666666666665,Lower Risk
Indiana,Bartholomew,215,64,43.166666666666664,0.0,1.5,Lower Risk
Indiana,Dubois,130,64,41.833333333333336,0.0,0.16666666666666666,Lower Risk
Indiana,Henry,192,64,37.833333333333336,0.3333333333333333,1.3333333333333333,Lower Risk
Iowa,Lee,97,64,42.5,0.0,0.0,Lower Risk
Iowa,Woodbury,169,64,40.333333333333336,0.5,0.5,Lower Risk
Kansas,Leavenworth,129,64,35.333333333333336,0.0,2.0,Lower Risk
Kentucky,Boyd,159,64,42.5,0.3333333333333333,0.5,Lower Risk
Kentucky,Oldham,136,64,40.333333333333336,0.0,1.6666666666666667,Lower Risk
Louisiana,Lafayette,120,64,46.5,0.0,1.0,Lower Risk
Louisiana,Rapides,105,64,37.833333333333336,0.0,0.5,Lower Risk
Maine,Cumberland,136,64,38.333333333333336,0.0,2.5,Lower Risk
Maryland,Charles,119,64,38.833333333333336,0.0,0.8333333333333334,Lower Risk
Massachusetts,Franklin,154,64,41.0,0.16666666666666666,1.5,Lower Risk
Massachusetts,Hampden,153,64,42.666666666666664,0.3333333333333333,2.3333333333333335,Lower Risk
Missouri,Callaway,133,64,39.833333333333336,0.0,0.8333333333333334,Lower Risk
Missouri,Cass,143,64,41.333333333333336,0.0,1.5,Lower Risk
Nebraska,Lancaster,160,64,38.0,0.16666666666666666,0.3333333333333333,Lower Risk
New Jersey,Hudson,203,64,42.166666666666664,0.6666666666666666,1.5,Lower Risk
New Jersey,Hunterdon,262,64,42.0,0.5,1.3333333333333333,Lower Risk
New Jersey,Ocean,248,64,40.5,0.3333333333333333,3.0,Lower Risk
New York,Albany,186,64,39.666666666666664,0.5,2.5,Lower Risk
New York,Essex,161,64,40.833333333333336,0.5,2.5,Lower Risk
New York,Monroe,176,64,41.166666666666664,0.8333333333333334,2.0,Lower Risk
New York,Steuben,256,64,38.166666666666664,0.6666666666666666,1.1666666666666667,Lower Risk
New York,Suffolk,195,64,40.666666666666664,0.8333333333333334,7.333333333333333,Lower Risk
Ohio,Ashtabula,147,64,39.833333333333336,0.0,2.3333333333333335,Lower Risk
Ohio,Clermont,175,64,41.333333333333336,0.16666666666666666,1.8333333333333333,Lower Risk
Ohio,Lawrence,160,64,43.833333333333336,0.3333333333333333,0.6666666666666666,Lower Risk
Ohio,Licking,119,64,40.0,0.0,0.5,Lower Risk
Ohio,Noble,207,64,38.0,0.0,0.3333333333333333,Lower Risk
Ohio,Scioto,238,64,29.333333333333332,0.3333333333333333,1.0,Lower Risk
Oklahoma,Pontotoc,101,64,41.0,0.0,0.6666666666666666,Lower Risk
Pennsylvania,Erie,180,64,37.166666666666664,0.5,1.0,Lower Risk
Pennsylvania,Fayette,129,64,42.5,0.0,0.8333333333333334,Lower Risk
Pennsylvania,Greene,113,64,41.0,0.0,0.8333333333333334,Lower Risk
Pennsylvania,Lackawanna,292,64,40.5,0.6666666666666666,0.6666666666666666,Lower Risk
Puerto Rico,Guaynabo,81,64,30.666666666666668,0.0,0.0,Lower Risk
South Carolina,Charleston,117,64,45.833333333333336,0.0,0.3333333333333333,Lower Risk
South Carolina,Edgefield,115,64,41.833333333333336,0.0,0.16666666666666666,Lower Risk
South Carolina,Florence,104,64,42.833333333333336,0.0,0.16666666666666666,Lower Risk
South Carolina,Richland,141,64,44.5,0.0,1.1666666666666667,Lower Risk
South Dakota,Custer,209,64,42.333333333333336,0.8333333333333334,3.1666666666666665,Lower Risk
South Dakota,Union,167,64,41.5,1.0,1.5,Lower Risk
Tennessee,Sevier,115,64,42.666666666666664,0.0,0.6666666666666666,Lower Risk
Tennessee,Sumner,147,64,43.5,0.0,2.6666666666666665,Lower Risk
Utah,Garfield,115,64,25.666666666666668,0.0,0.3333333333333333,Lower Risk
Utah,Grand,105,64,47.666666666666664,0.0,0.6666666666666666,Lower Risk
Utah,Iron,176,64,42.333333333333336,0.16666666666666666,0.8333333333333334,Lower Risk
Virginia,Albemarle,168,64,41.833333333333336,0.5,0.5,Lower Risk
Virginia,Henrico,159,64,43.0,0.16666666666666666,1.0,Lower Risk
West Virginia,Berkeley,171,64,40.333333333333336,0.16666666666666666,0.6666666666666666,Lower Risk
West Virginia,Kanawha,153,64,41.333333333333336,0.16666666666666666,0.0,Lower Risk
Wisconsin,Ashland,188,64,36.666666666666664,0.3333333333333333,2.0,Lower Risk
Wyoming,Johnson,126,64,40.166666666666664,0.0,1.5,Lower Risk
Wyoming,Weston,136,64,40.4,0.0,1.2,Lower Risk
Alabama,Mobile,108,63,46.666666666666664,0.0,0.16666666666666666,Lower Risk
Alabama,Morgan,140,63,44.0,0.0,0.5,Lower Risk
Arkansas,Union,102,63,48.666666666666664,0.0,0.16666666666666666,Lower Risk
Florida,Holmes,138,63,47.666666666666664,0.0,0.5,Lower Risk
Florida,Leon,163,63,47.5,0.16666666666666666,0.8333333333333334,Lower Risk
Florida,Miami-Dade,197,63,46.666666666666664,1.0,0.8333333333333334,Lower Risk
Georgia,Chatham,131,63,46.5,0.0,0.8333333333333334,Lower Risk
Georgia,Clayton,128,63,44.833333333333336,0.0,0.3333333333333333,Lower Risk
Georgia,Floyd,141,63,39.833333333333336,0.0,0.5,Lower Risk
Georgia,Henry,153,63,40.0,0.16666666666666666,2.6666666666666665,Lower Risk
Massachusetts,Berkshire,170,63,41.0,0.5,1.5,Lower Risk
Michigan,Bay,192,63,33.166666666666664,0.5,0.5,Lower Risk
Minnesota,Carlton,156,63,31.333333333333332,0.16666666666666666,1.5,Lower Risk
Missouri,Buchanan,256,63,43.166666666666664,0.0,1.3333333333333333,Lower Risk
Missouri,Stoddard,98,63,29.0,0.0,0.0,Lower Risk
Montana,Powell,144,63,9.833333333333334,0.0,1.3333333333333333,Lower Risk
New Jersey,Essex,127,63,44.666666666666664,0.0,1.3333333333333333,Lower Risk
New Jersey,Passaic,199,63,38.833333333333336,0.6666666666666666,1.3333333333333333,Lower Risk
North Carolina,Davidson,126,63,46.166666666666664,0.0,0.5,Lower Risk
North Carolina,Montgomery,134,63,42.833333333333336,0.0,0.5,Lower Risk
Oregon,Baker,225,63,29.5,1.5,1.1666666666666667,Lower Risk
Oregon,Wallowa,222,63,25.166666666666668,2.5,1.6666666666666667,Lower Risk
Pennsylvania,Indiana,220,63,40.5,0.3333333333333333,1.5,Lower Risk
Pennsylvania,Westmoreland,133,63,41.166666666666664,0.0,0.5,Lower Risk
Rhode Island,Providence,196,63,42.833333333333336,0.16666666666666666,1.8333333333333333,Lower Risk
South Carolina,Lexington,111,63,41.25,0.0,0.5,Lower Risk
Texas,Orange,119,63,44.166666666666664,0.0,1.3333333333333333,Lower Risk
Virginia,Hampton City,174,63,40.5,0.16666666666666666,0.3333333333333333,Lower Risk
West Virginia,Monongalia,169,63,40.5,0.16666666666666666,0.16666666666666666,Lower Risk
Arkansas,Arkansas,98,62,42.5,0.0,0.0,Lower Risk
Arkansas,Garland,97,62,45.666666666666664,0.0,0.0,Lower Risk
California,Marin,231,62,32.333333333333336,0.6666666666666666,0.6666666666666666,Lower Risk
Florida,Bay,215,62,47.166666666666664,0.0,0.3333333333333333,Lower Risk
Florida,Orange,121,62,39.0,0.0,0.8333333333333334,Lower Risk
Florida,Pinellas,132,62,46.333333333333336,0.0,1.1666666666666667,Lower Risk
Georgia,Glynn,106,62,39.5,0.0,0.16666666666666666,Lower Risk
Idaho,Custer,152,62,6.5,0.16666666666666666,1.3333333333333333,Lower Risk
Indiana,Spencer,170,62,40.833333333333336,0.16666666666666666,0.0,Lower Risk
Indiana,Tippecanoe,206,62,41.166666666666664,0.16666666666666666,0.6666666666666666,Lower Risk
Kentucky,Pulaski,120,62,42.0,0.0,0.5,Lower Risk
Louisiana,Tangipahoa,97,62,39.833333333333336,0.0,0.0,Lower Risk
