State,County,max_aqi,p90_aqi,median_aqi,mean_days_unhealthy,mean_days_sensitive,risk_label
Utah,Weber,141,83,46.333333333333336,0.0,7.0,Lower Risk
Illinois,McHenry,230,82,46.333333333333336,0.8333333333333334,7.0,Lower Risk
Utah,Cache,187,82,46.166666666666664,1.5,4.333333333333333,Lower Risk
Wisconsin,Milwaukee,250,82,47.166666666666664,0.5,7.166666666666667,Lower Risk
California,Alameda,243,81,50.2,2.4,7.2,Lower Risk
California,Santa Clara,198,81,48.8,1.8,5.6,Lower Risk
Illinois,Madison,260,81,52.833333333333336,0.6666666666666666,6.5,Lower Risk
Kentucky,Jefferson,171,81,52.0,0.3333333333333333,7.833333333333333,Lower Risk
North Dakota,Burke,287,81,39.166666666666664,3.1666666666666665,5.166666666666667,Lower Risk
North Dakota,Burleigh,272,81,39.333333333333336,2.6666666666666665,7.166666666666667,Lower Risk
Texas,Nueces,162,81,49.0,0.5,4.833333333333333,Lower Risk
Arizona,Coconino,203,80,45.666666666666664,0.3333333333333333,1.5,Lower Risk
Arizona,Yavapai,119,80,44.666666666666664,0.0,0.5,Lower Risk
Connecticut,Middlesex,177,80,40.5,0.5,4.666666666666667,Lower Risk
Iowa,Clinton,235,80,49.5,0.6666666666666666,3.1666666666666665,Lower Risk
Iowa,Linn,207,80,48.166666666666664,0.6666666666666666,3.8333333333333335,Lower Risk
Iowa,Palo Alto,167,80,42.5,1.0,4.166666666666667,Lower Risk
Michigan,Allegan,195,80,41.666666666666664,0.6666666666666666,7.333333333333333,Lower Risk
Michigan,Berrien,156,80,40.166666666666664,0.16666666666666666,4.833333333333333,Lower Risk
Michigan,Kent,220,80,46.833333333333336,0.5,4.666666666666667,Lower Risk
Minnesota,Hennepin,187,80,44.666666666666664,1.5,3.0,Lower Risk
Missouri,Clay,153,80,41.166666666666664,0.16666666666666666,5.0,Lower Risk
Missouri,Lincoln,143,80,40.833333333333336,0.0,3.1666666666666665,Lower Risk
Montana,Powder River,195,80,41.5,3.0,5.75,Lower Risk
Montana,Silver Bow,181,80,28.5,2.1666666666666665,5.5,Lower Risk
Nebraska,Knox,151,80,37.5,0.16666666666666666,3.8333333333333335,Lower Risk
North Dakota,Ward,283,80,37.666666666666664,2.6666666666666665,6.166666666666667,Lower Risk
Ohio,Butler,197,80,52.166666666666664,0.8333333333333334,5.166666666666667,Lower Risk
Oklahoma,Nowata,140,80,55.0,0.0,5.5,Lower Risk
South Dakota,Clay,173,80,39.25,0.75,4.25,Lower Risk
Texas,Collin,161,80,39.0,1.3333333333333333,8.166666666666666,Lower Risk
Texas,Culberson,126,80,33.333333333333336,0.0,2.5,Lower Risk
Texas,Travis,154,80,52.0,0.16666666666666666,4.833333333333333,Lower Risk
Utah,Box Elder,147,80,41.666666666666664,0.0,2.1666666666666665,Lower Risk
Wisconsin,Dane,268,80,44.833333333333336,0.16666666666666666,4.0,Lower Risk
Wisconsin,La Crosse,181,80,41.333333333333336,0.8333333333333334,1.0,Lower Risk
Wisconsin,Waukesha,270,80,46.333333333333336,0.16666666666666666,5.5,Lower Risk
Arkansas,Pulaski,239,79,53.333333333333336,0.3333333333333333,3.0,Lower Risk
California,Calaveras,210,79,43.333333333333336,2.5,4.333333333333333,Lower Risk
Ohio,Lucas,190,79,47.0,0.5,7.166666666666667,Lower Risk
Pennsylvania,Dauphin,255,79,48.333333333333336,0.5,2.8333333333333335,Lower Risk
Illinois,Will,246,78,48.833333333333336,0.8333333333333334,4.166666666666667,Lower Risk
Kansas,Wyandotte,240,78,49.666666666666664,0.3333333333333333,5.666666666666667,Lower Risk
Minnesota,Lyon,187,78,39.166666666666664,1.1666666666666667,2.6666666666666665,Lower Risk
Montana,Gallatin,162,78,26.666666666666668,0.5,4.5,Lower Risk
Ohio,Stark,283,78,50.0,0.16666666666666666,3.0,Lower Risk
Pennsylvania,Beaver,235,78,49.333333333333336,0.0,2.5,Lower Risk
Wisconsin,Eau Claire,164,78,41.5,1.1666666666666667,3.3333333333333335,Lower Risk
Wisconsin,Outagamie,186,78,41.666666666666664,1.0,2.3333333333333335,Lower Risk
Arizona,La Paz,253,77,45.5,0.16666666666666666,1.6666666666666667,Lower Risk
California,Solano,228,77,41.333333333333336,1.0,2.1666666666666665,Lower Risk
Colorado,La Plata,240,77,46.666666666666664,0.3333333333333333,2.0,Lower Risk
Colorado,Mesa,139,77,45.833333333333336,0.0,2.1666666666666665,Lower Risk
Colorado,Rio Blanco,166,77,46.6,0.4,3.4,Lower Risk
Connecticut,New Haven,208,77,44.666666666666664,1.3333333333333333,9.0,Lower Risk
Idaho,Idaho,263,77,41.333333333333336,3.0,3.5,Lower Risk
Illinois,Adams,136,77,40.0,0.0,2.0,Lower Risk
Illinois,DuPage,234,77,47.833333333333336,1.0,3.6666666666666665,Lower Risk
Illinois,Jersey,166,77,44.666666666666664,0.3333333333333333,4.666666666666667,Lower Risk
Illinois,Peoria,154,77,46.833333333333336,0.5,4.166666666666667,Lower Risk
Illinois,Rock Island,232,77,45.833333333333336,0.8333333333333334,3.3333333333333335,Lower Risk
Illinois,Saint Clair,185,77,48.5,0.6666666666666666,3.3333333333333335,Lower Risk
Illinois,Winnebago,242,77,45.833333333333336,0.3333333333333333,4.333333333333333,Lower Risk
Indiana,Porter,202,77,45.333333333333336,0.5,8.333333333333334,Lower Risk
Iowa,Scott,219,77,49.666666666666664,0.8333333333333334,3.8333333333333335,Lower Risk
Kentucky,Daviess,170,77,44.5,0.16666666666666666,1.5,Lower Risk
Maryland,Frederick,136,77,41.666666666666664,0.0,1.3333333333333333,Lower Risk
Michigan,Kalamazoo,225,77,46.5,0.3333333333333333,3.1666666666666665,Lower Risk
Minnesota,Crow Wing,246,77,37.166666666666664,0.5,2.0,Lower Risk
Minnesota,Washington,140,77,36.333333333333336,0.0,1.5,Lower Risk
Missouri,Andrew,122,77,41.333333333333336,0.0,1.1666666666666667,Lower Risk
Montana,Fergus,185,77,40.833333333333336,1.0,4.0,Lower Risk
Montana,Lewis and Clark,168,77,44.5,2.1666666666666665,4.5,Lower Risk
Ohio,Franklin,210,77,51.0,0.6666666666666666,3.1666666666666665,Lower Risk
Ohio,Hamilton,193,77,54.166666666666664,0.6666666666666666,9.166666666666666,Lower Risk
Ohio,Lake,170,77,41.333333333333336,0.5,5.5,Lower Risk
Oklahoma,Canadian,133,77,41.5,0.0,3.6666666666666665,Lower Risk
Oklahoma,Love,169,77,44.0,0.3333333333333333,7.333333333333333,Lower Risk
Pennsylvania,Adams,241,77,45.333333333333336,0.5,2.1666666666666665,Lower Risk
South Dakota,Codington,271,77,39.5,0.6666666666666666,3.1666666666666665,Lower Risk
Texas,Jefferson,154,77,49.5,0.16666666666666666,4.333333333333333,Lower Risk
Texas,Navarro,129,77,44.833333333333336,0.0,2.0,Lower Risk
Texas,Randall,122,77,42.833333333333336,0.0,1.6666666666666667,Lower Risk
Utah,Tooele,162,77,44.333333333333336,0.5,6.166666666666667,Lower Risk
Washington,King,299,77,43.666666666666664,1.6666666666666667,4.666666666666667,Lower Risk
Wisconsin,Dodge,210,77,42.166666666666664,0.3333333333333333,2.8333333333333335,Lower Risk
Wisconsin,Sauk,271,77,40.166666666666664,0.6666666666666666,3.0,Lower Risk
Wyoming,Fremont,161,77,47.166666666666664,0.16666666666666666,3.5,Lower Risk
Wyoming,Laramie,159,77,43.666666666666664,0.6666666666666666,3.6666666666666665,Lower Risk
Wyoming,Sublette,151,77,46.0,0.16666666666666666,4.333333333333333,Lower Risk
Idaho,Canyon,183,76,39.5,2.8333333333333335,5.166666666666667,Lower Risk
Illinois,Macon,287,76,46.833333333333336,0.16666666666666666,3.8333333333333335,Lower Risk
Michigan,Washtenaw,218,76,45.166666666666664,0.6666666666666666,3.3333333333333335,Lower Risk
Minnesota,Olmsted,167,76,41.166666666666664,0.3333333333333333,3.0,Lower Risk
Mississippi,DeSoto,143,76,47.166666666666664,0.0,3.1666666666666665,Lower Risk
Montana,Ravalli,263,76,22.5,4.0,5.666666666666667,Lower Risk
Ohio,Trumbull,220,76,44.333333333333336,0.5,2.8333333333333335,Lower Risk
California,Contra Costa,221,75,49.2,2.0,3.2,Lower Risk
Michigan,Macomb,195,75,44.166666666666664,0.8333333333333334,5.5,Lower Risk
Texas,McLennan,142,75,47.166666666666664,0.0,2.6666666666666665,Lower Risk
Wisconsin,Vilas,168,75,36.166666666666664,0.3333333333333333,2.3333333333333335,Lower Risk
California,Amador,156,74,37.666666666666664,0.16666666666666666,2.1666666666666665,Lower Risk
Colorado,Pueblo,143,74,33.5,0.0,2.3333333333333335,Lower Risk
Georgia,Gwinnett,161,74,47.333333333333336,0.16666666666666666,1.6666666666666667,Lower Risk
Illinois,Effingham,140,74,38.666666666666664,0.0,1.8333333333333333,Lower Risk
Illinois,McLean,289,74,46.833333333333336,0.5,3.3333333333333335,Lower Risk
Illinois,Sangamon,247,74,44.333333333333336,0.3333333333333333,4.166666666666667,Lower Risk
Indiana,LaPorte,154,74,39.166666666666664,0.3333333333333333,6.5,Lower Risk
Indiana,St. Joseph,223,74,48.5,0.5,5.0,Lower Risk
Iowa,Bremer,151,74,38.666666666666664,0.16666666666666666,1.6666666666666667,Lower Risk
Louisiana,Calcasieu,156,74,50.333333333333336,0.16666666666666666,2.0,Lower Risk
Maryland,Carroll,143,74,41.0,0.0,1.0,Lower Risk
Maryland,Harford,200,74,43.333333333333336,0.6666666666666666,4.166666666666667,Lower Risk
Michigan,Genesee,178,74,41.333333333333336,0.5,3.0,Lower Risk
Michigan,Oakland,169,74,40.333333333333336,0.3333333333333333,3.6666666666666665,Lower Risk
Michigan,Ottawa,227,74,43.666666666666664,0.6666666666666666,3.6666666666666665,Lower Risk
Minnesota,Saint Louis,286,74,39.0,0.5,3.1666666666666665,Lower Risk
Mississippi,Hinds,115,74,51.833333333333336,0.0,1.0,Lower Risk
Missouri,Perry,150,74,40.5,0.0,2.1666666666666665,Lower Risk
Missouri,Saint Louis,166,74,43.0,0.5,4.5,Lower Risk
Missouri,Sainte Genevieve,147,74,40.833333333333336,0.0,2.0,Lower Risk
Montana,Rosebud,155,74,14.666666666666666,0.6666666666666666,2.6666666666666665,Lower Risk
Nevada,Churchill,159,74,42.166666666666664,0.16666666666666666,2.0,Lower Risk
New Mexico,Lea,193,74,44.0,1.0,3.6666666666666665,Lower Risk
New Mexico,Rio Arriba,143,74,43.5,0.0,0.8333333333333334,Lower Risk
New Mexico,Sandoval,122,74,44.333333333333336,0.0,1.8333333333333333,Lower Risk
Ohio,Jefferson,229,74,49.0,0.16666666666666666,1.0,Lower Risk
Ohio,Summit,230,74,45.0,0.3333333333333333,3.0,Lower Risk
Oklahoma,Cleveland,143,74,50.833333333333336,0.0,4.166666666666667,Lower Risk
Oklahoma,Dewey,164,74,46.0,0.16666666666666666,1.6666666666666667,Lower Risk
Oklahoma,Jefferson,133,74,44.0,0.0,4.0,Lower Risk
Oklahoma,Kiowa,115,74,43.666666666666664,0.0,0.6666666666666666,Lower Risk
Oklahoma,Osage,172,74,41.5,0.3333333333333333,3.0,Lower Risk
Oklahoma,Washington,168,74,46.25,0.5,4.0,Lower Risk
Pennsylvania,Delaware,271,74,48.166666666666664,0.5,2.5,Lower Risk
Pennsylvania,Lebanon,265,74,45.0,0.5,2.3333333333333335,Lower Risk
Tennessee,Shelby,159,74,49.666666666666664,1.0,4.5,Lower Risk
Texas,Bell,140,74,45.166666666666664,0.0,3.6666666666666665,Lower Risk
Texas,Galveston,179,74,46.0,1.1666666666666667,6.833333333333333,Lower Risk
